id,title,idItem,postDate,text,NER,correction,auteur,guid
10,"Donald Trump sur la répartition des réfugiés par l’Union européenne : ""Je pense sincèrement que s’ils n’avaient pas été contraints de prendre tous ces réfugiés, alors il n’y aurait pas eu de Brexit""",1452,2017-01-17 17:43:48,"

Lors d’une interview accordée conjointement à des journaux allemand et britannique, Donald Trump a expliqué le Brexit par l’obligation qui avait été faite par l’Union européenne au Royaume-Uni d’accueillir un grand nombre de réfugiés.

Une décision visant à la « relocalisation » de réfugiés à partir de la Grèce et de l’Italie dans toute l’Union européenne a bien été adoptée à la majorité par le Conseil de l’Union le 22 septembre 2015. Ce sont les ministres de l’intérieur de tous les États membres qui se sont réunis afin de voter cette décision proposée par la Commission, sur avis positif du Parlement européen le 17 septembre 2015. Seuls quatre pays sur vingt-cinq s’y sont opposés : la Hongrie, la Roumanie, la République Tchèque et la Slovaquie.

Toutefois le Royaume-Uni n’est en rien concerné par cette décision puisqu’il ne participe pas à la politique d’asile et d’immigration commune à l’Union européenne.

En outre, la clé de répartition contraignante des réfugiés proposée par la Commission européenne – calculée en fonction de la population et du PIB de chaque État membre – a été abandonnée dans la décision du 22 septembre 2015 au profit d’une répartition volontaire sur la base de propositions de la Commission.

","(Donald Trump, Brexit, Union européenne, Royaume-Uni, Grèce, l’Italie, Union européenne, Conseil de l’Union, États, Commission, Parlement européen, Hongrie, Roumanie, République Tchèque, Slovaquie, Royaume-Uni, Union européenne, Commission européenne, État, Commission)","L’Union européenne n’a jamais imposé un quotas de réfugiés au Royaume-Uni, puisqu’elle ne participe pas à la politique d’asile et d’immigration commune. C’est de sa propre initiative que David Cameron, ancien Premier ministre, a fixé le nombre de réfugiés accueillis par le Royaume-Uni.","Lauriane Tanguy, le 17 janvier 2017",https://lessurligneurs.eu/?p=1452
11,"Yannick Jadot, sur les demandes d’asile, souhaite abandonner le ""règlement Dublin""",1454,2017-01-16 15:10:16,"

Yannick Jadot, le candidat à l’élection présidentielle du parti Europe Écologie Les Verts, fait référence ici à la Convention signée à Dublin le 15 juin 1990 relative à la détermination de l’État responsable de l’examen d’une demande d’asile. Cependant, cette Convention, qui a été ratifiée en France par un décret le 30 septembre 1997, a été reprise par des actes législatifs de l’Union. Actuellement, c’est le règlement Dublin III du 26 juin 2013 adopté par le Parlement européen et le Conseil qui s’applique. Ce texte établit les critères et les mécanismes de détermination de l’examen d’une demande de protection internationale d’un demandeur d’asile. C’est pour l’essentiel le premier État de l’Union franchi par le migrant qui est responsable de l’examen de sa demande.

Or, il n’est pas possible « d’abandonner » un règlement, puisqu’il s’agit d’un acte contraignant émanant du Parlement européen et du Conseil, et qui est d’application directe dans tous les États de l’Union.

Par ailleurs, la Commission européenne a déjà proposé, le 4 mai 2016, une refonte du régime d’asile européen commun. Avec la volonté, notamment, de créer un « mécanisme d’équité » qui, à travers une solidarité, assurerait un partage équitable des responsabilités entre les États membres.

","(Europe Écologie, Les Verts, Convention, Dublin, État, Convention, France, Union, Dublin III, Parlement européen, Conseil, État, Union franchi, Parlement européen, Conseil, États de l’Union, Commission européenne, États)","Yannick Jadot ne peut pas « abandonner la Convention de Dublin », car c’est un autre texte qui s’applique essentiellement, le règlement Dublin III, qui ne peut être abrogé que par le Parlement européen et le Conseil. Il peut, en revanche, proposer de participer à la modification en cours de ce règlement pour l’améliorer. ","Kevser Taspinar, le 16 janvier 2017",https://lessurligneurs.eu/?p=1454
12,"Manuel Valls souhaite ""taxer lourdement les produits entrant sur le marché intérieur ne respectant pas les règles sociales et environnementales""",1456,2017-01-16 09:26:02,"

Il y a contradiction. Les produits « entrant sur le marché intérieur ne respectant pas les règles sociales et environnementales » n’auraient jamais dû y entrer. C’est le travail des douanes, entre autres services de l’État, d’empêcher l’entrée de ces produits. Toute marchandise entrée sur notre territoire sans respecter nos normes ne peut être vendue sous peine d’amende voire de prison. Son commerce est illégal, donc elle ne peut être taxée.

C’est comme si M. Valls voulait taxer le commerce de drogue, la vente de faux sacs de luxe, l’activité de mère porteuse ou l’esclavage.

Taxer une marchandise revient à la reconnaître comme conforme à nos normes, peu importe qu’elle soit dangereuse ou pas d’ailleurs. Les cigarettes sont lourdement taxées, mais elles sont conformes à nos normes sociales et environnementales.

","(État, M. Valls)",Mettre en œuvre une telle proposition reviendrait à mettre en danger nos concitoyens tout en les taxant lourdement.,"J.P.M., le 16 janvier 2017",https://lessurligneurs.eu/?p=1456
13,"Jean-Luc Bennahmias sur l’élection des députés à l’Assemblée nationale, propose une proportionnelle intégrale comme en Allemagne",1458,2017-01-15 20:19:48,"

Le candidat à la primaire de la gauche, Jean-Luc Bennahmias a déclaré qu’il souhaitait, s’il était élu, instaurer un scrutin à la représentation proportionnelle et, a-t-il précisé, « intégrale, comme en Allemagne ».

Le problème, c’est qu’en Allemagne, État fédéral, le scrutin à la représentation proportionnelle est doublé d’un scrutin majoritaire, de sorte que lors des élections législatives, chaque électeur dispose d’un double vote : il vote pour une liste au niveau de l’État fédéré, le Land, dont les membres seront élus en proportion du score de la liste ; il vote aussi pour un candidat pour lui attribuer le siège unique de sa circonscription.

Ainsi, depuis 1949, une moitié environ du Bundestag est élue au scrutin à la représentation proportionnelle, et l’autre moitié au scrutin majoritaire. Conséquence, certes de nombreux partis sont représentés, obligeant à forger une coalition pour gouverner, mais l’éparpillement est tempéré par le scrutin majoritaire.

","(Jean-Luc Bennahmias, Allemagne, Allemagne, État fédéral, État, Land, Bundestag)","Jean-Luc Bennahmias ne peut pas prendre pour exemple le mode de scrutin allemand pour vanter les mérites d’une coalition, car contrairement à ce qu’il dit, ils n’appliquent pas une « proportionnelle intégrale », mais un scrutin mixte : proportionnel et majoritaire.","Vincent Couronne, le 15 janvier 2017",https://lessurligneurs.eu/?p=1458
14,"Florian Philippot sur les OGM : ""On ne peut pas interdire les OGM si on est dans le cadre de l’Union européenne""",1460,2017-01-13 15:31:28,"

Florian Philippot, lors d’une émission de radio, a affirmé que la France ne pouvait pas interdire les organismes génétiquement modifiés (OGM) dans le cadre de l’Union européenne. Or il faut distinguer entre la culture des OGM et leur commercialisation.

L’Etat français est compétent pour interdire ou restreindre la culture des OGM sur son territoire. Cette faculté résulte d’une directive du Parlement européen et du Conseil du 11 mars 2015. Elle a été transposée par la loi du 2 décembre 2015, elle est donc directement applicable en droit français. Cette interdiction peut intervenir à tout moment (au cours de la procédure d’autorisation ou après que l’autorisation a été accordée) et pour de multiples raisons non limitées à des risques environnementaux ou pour la santé.

En revanche, concernant la commercialisation des OGM, la France est tenue par les décisions prises à l’échelle de l’Union européenne par la majorité des pays ou, à défaut d’accord, par la Commission. La Commission européenne a tenté d’aligner le régime d’interdiction de la commercialisation des OGM sur celui de la culture en conférant le dernier mot aux États membres mais le Parlement européen a rejeté cette proposition le 28 octobre 2016 par 577 votes contre 75 (38 abstentions). Pour rappel, le Parlement européen est la représentation des citoyens de l’Union, élu au suffrage universel direct.

","(Florian Philippot, la France, Union européenne, Parlement européen, Conseil, la France, Union européenne, Commission, Commission européenne, États, Parlement européen, Parlement européen, Union)",L’État français peut tout à fait interdire la culture des OGM sur son territoire. En revanche la décision d’interdiction de la commercialisation des OGM doit se prendre au niveau de l’Union européenne.,"Lauriane Tanguy, le 13 janvier 2017",https://lessurligneurs.eu/?p=1460
15,"Arnaud Montebourg sur les déficits publics : ""L’objectif des 3% n’est pour moi pas un objectif politique""",1462,2017-01-13 11:10:44,"

Ainsi, Arnaud Montebourg souhaite s’affranchir de l’objectif de 3% de déficit public.

Pour commencer, il faut rappeler que l’interdiction faite pour un État membre d’avoir un déficit public supérieur à 3% du PIB est prévue par le Protocole n° 12 annexé au TFUE, et ce depuis 1992.

Il est vrai que cet objectif a souvent été remisé aux côtés des obligations peu contraignantes. Or, la situation a profondément changé depuis 2011 et l’adoption d’une série de six actes législatifs par l’Union, qui renforcent les mesures correctives pour contraindre l’État membre à revenir « dans les clous ». Il faut compter aussi sur les mesures préventives, renforcées par deux actes législatifs en 2013 (règlements 472/2013 et 473/2013). Les États membres se sont également imposé la création d’une autorité indépendante chargée de rendre des avis sur la situation des finances publiques, d’où la création par la loi organique du 18 décembre 2012 du Haut Conseil des Finances publiques.

Les contraintes ont donc profondément changé depuis 2011, faisant que désormais l’objectif de 3% de déficit est pris au sérieux (la France est passée d’un déficit public nominal de 5,2% en 2011 à une prévision autour de 3% en 2017).

","(Arnaud Montebourg, État, Protocole n° 12, Union, État, États, Haut Conseil des Finances publiques, la France)","Arnaud Montebourg peut certes dire que respecter les 3% de déficit public n’est pas un « objectif politique », mais en tant que Président de la République, il se heurtera à de sérieuses difficultés juridiques, l’état du droit ayant profondément changé depuis 2011, qu’on s’en félicite ou non. Dura lex, sed lex…","Vincent Couronne, le 13 janvier 2017",https://lessurligneurs.eu/?p=1462
16,"Arnaud Montebourg sur l’objectif de 3% de déficit public : ""[Il a été] désavoué par les Français, en 2005 lorsqu’ils ont voté non, et il n’y avait pas de mandat pour que nous l’acceptions de nouveau""",1464,2017-01-13 11:00:56,"

Pour Arnaud Montebourg, l’objectif de ne pas dépasser 3% de déficit public a été « désavoué par les Français » lors du référendum perdu de 2005 sur le Traité établissant une Constitution pour l’Europe, et il n’y « pas de mandat » pour l’imposer.

Il faut peut-être rappeler que cet objectif de 3% de déficit public est apparu dans le Traité de Maastricht, adopté par référendum en France en 1992. Il était contenu dans le Protocole n° 5 annexé au Traité. Il a été par la suite réaffirmé et complété par une résolution du Conseil européen d’Amsterdam du 17 juin 1997, au sein duquel siège le Président de la République, élu au suffrage universel direct.

Certes, le Traité établissant une Constitution pour l’Europe a été rejeté par référendum en 2005, mais le candidat Nicolas Sarkozy avait promis dans son programme en 2007 de faire adopter un nouveau traité par la voie parlementaire. Ce fut chose faite, lorsque le Parlement français autorisa la ratification du Traité de Lisbonne le 13 février 2008. Son mandat, en tant que Président de la République, pouvait difficilement être plus clair. Faut-il ajouter que François Hollande a été élu en 2012 sur la promesse de ramener le déficit public en dessous de 3% du PIB dès 2013 ?

","(Arnaud Montebourg, Français, Traité établissant une Constitution pour l’Europe, Traité de Maastricht, France, Protocole n° 5, Traité, Conseil européen, Amsterdam, Président de la République, Traité établissant une Constitution pour l’Europe, Nicolas Sarkozy, Parlement français, Président de la République, François Hollande)","Qu’on considère que l’objectif de réduction des déficits publics est une bonne ou une mauvaise chose, Arnaud Montebourg ne peut pas dire qu’il n’y a pas de mandat des Français pour faire appliquer l’objectif des 3% de déficit public.","Vincent Couronne, le 13 janvier 2017",https://lessurligneurs.eu/?p=1464
17,"Arnaud Montebourg souhaite porter à Bruxelles la possibilité ""d’interdire unilatéralement la commercialisation en France de tout produit contrevenant aux règles environnementales et sanitaires édictées par la représentation nationale""",1466,2017-01-16 09:34:37,"

Les traités européens prévoient déjà des clauses de sauvegarde pour tout produit d’importation contrevenant aux règles environnementales et sanitaires, y compris celles édictées par le Parlement français. C’est l’article 36 du Traité sur le fonctionnement de l’Union européenne. Même s’agissant des normes européennes que la France trouverait trop laxistes par rapport à nos exigences nationales, l’article 114 du même traité permet des dérogations.

Cette clause a pu être mise en œuvre lors de la crise de la vache folle (embargo sur le bœuf britannique dans les années 1990) et à propos des cultures OGM. Très régulièrement des produits sont interdits au motif qu’ils ne respectent pas notre réglementation. Le problème n’est pas l’interdiction elle-même mais le respect de cette interdiction.

La Cour de justice de l’Union européenne admet également que le principe de précaution justifie des interdictions d’importation. Cela dit ces possibilités ne sauraient être utilisées sans preuves tangibles de la dangerosité d’un produit, ni dans le but de faire du protectionnisme.

","(Parlement français, Traité sur le fonctionnement de l’Union européenne, la France, Cour de justice de l’, Union européenne)",Tous les outils existent donc déjà.,"J. P. M., le 16 janvier 2017",https://lessurligneurs.eu/?p=1466
18,"Marine Le Pen sur la gratuité des transports en Ile de France pour les étrangers en situation irrégulière : ""faire prendre en charge la gratuité des transports pour les clandestins en Ile-de-France […] ça m’apparaît injuste""",1468,2017-01-12 17:50:56,"

Lors d’une émission de radio, Marine Le Pen a réaffirmé sa volonté de supprimer la gratuité des transports d’Ile de France pour les étrangers en situation irrégulière.

En premier lieu les immigrés sans papiers n’ont jamais bénéficié de la gratuité des transports en Ile de France mais seulement d’une réduction de 75% au titre du forfait régional solidarité transport. Ce dernier était accordé aux personnes bénéficiant de l’aide médicale d’état (AME), c’est à dire les personnes en situation irrégulière sur le territoire depuis au moins 3 mois et dont les revenus sont inférieurs à 721 euros pour une personne seule.

En second lieu cette facilité tarifaire accordée aux étrangers en situation irrégulière a été abrogée par une délibération du Conseil Régional d’Ile de France du 21 janvier 2016, votée sous l’impulsion de Valérie Pécresse (Les Républicains) par les élus de la droite et du front national. Cette décision est entrée en vigueur le 1er mars 2016.

Enfin des réductions tarifaires continuent de s’appliquer à certaines catégories de personnes démunies, notamment les allocataires du revenu de solidarité active (RSA) ou les chômeurs cumulant l’allocation de solidarité spécifique (ASS) et la couverture maladie universelle (CMU).

","(Marine, Le Pen, Ile de France, Ile de France, Conseil Régional d’Ile de France, Valérie Pécresse, Républicains, ASS)",La gratuité des transports en Ile de France pour les étrangers en situation irrégulière n’a jamais existé telle quelle et les réductions dont ils pouvaient bénéficier ont déjà été supprimées par une décision du Conseil Régional d’Ile de France en janvier 2016.,"Lauriane Tanguy, le 12 janvier 2017",https://lessurligneurs.eu/?p=1468
19,"François Fillon à propos des demandeurs d’asile : ""[Ils] seront placés en rétention administrative pendant l’examen de leur demande, de manière que leur éloignement soit garanti en cas de rejet de leur demande""",1470,2017-01-11 22:55:43,"

François Fillon vise ici « ceux des demandeurs d’asile dont la demande apparaîtra manifestement infondée ou qui sont originaires de pays réputés sûrs ».

Le placement en rétention est juridiquement une mesure d’éloignement. Or, la loi du 29 juillet 2015 sur le droit d’asile, transposant la directive dite « Procédures », a consacré le droit au maintien sur le territoire du demandeur d’asile le temps de l’instruction de sa demande.
Même pour ceux des étrangers qui présenteraient une demande d’asile alors qu’ils sont déjà en rétention, la loi a supprimé (en réaction à la jurisprudence de la Cour de justice de l’Union européenne et pour se mettre en conformité avec la directive dite « Accueil ») tout caractère automatique du maintien en rétention.

Il n’est pas possible de placer de manière systématique un demandeur d’asile en rétention sur le fondement d’une demande qui apparaitrait « infondée » (et la loi a retiré la compétence d’appréciation qu’avaient les Préfets sur ce point pour la confier à l’OFPRA qui décide de la procédure applicable) ou de ce qu’il vient d’un pays dit « sûr ». La directive « Accueil », sous le contrôle étroit de la CJUE, ne l’envisage qu’en dernier ressort, par exemple lorsque l’étranger représenterait une menace grave pour la sécurité nationale ou l’ordre public (CJUE 15 février 2016, C‑601/15 PPU).

","(François Fillon, « Procédures, Cour de justice de l’Union européenne, « Accueil , Préfets, OFPRA, CJUE, CJUE, C‑601/15, PPU)","Sauf à réformer la loi et à « détransposer » (décidément ! [lien]) plusieurs directives de l’Union européenne, ce projet est juridiquement très infaisable.","Caroline Lantero, le 11 janvier 2017",https://lessurligneurs.eu/?p=1470
